Key,Value
6,"1. Park
2. Ski resort
3. Winery
4. Safari park
5. Beach resort
6. Microbrewery
7. Haunted house
8. Garden
9. Campground
10. Forest
11. Underground
12. Aquarium
13. School
14. Carnival

I'm en route to Microbrewery"
0,"1. Park
2. Ski resort
3. Winery
4. Safari park
5. Beach resort
6. Haunted house
7. Garden
8. Campground
9. Forest
10. Underground
11. Aquarium
12. School
13. Carnival

I'm on the path to Microbrewery"
2,"1. Movie theater
2. School
3. Wildlife sanctuary
4. Cruise ship
5. Kindergarten
6. Sculpture park
7. Campsite
8. Waterfall
9. Amusement park
10. Museum
11. Cafe
12. Cemetery
13. Campground
14. Town
15. Planet

I'm moving towards School"
0,"1. Movie theater
2. Wildlife sanctuary
3. Cruise ship
4. Kindergarten
5. Sculpture park
6. Campsite
7. Waterfall
8. Amusement park
9. Museum
10. Cafe
11. Cemetery
12. Campground
13. Town
14. Planet

I'm headed to School"
7,"1. Airport
2. Kindergarten
3. Planetarium
4. Amusement park
5. Safari park
6. Castle
7. Radio station
8. Town

I'm moving to Radio station"
0,"1. Airport
2. Kindergarten
3. Planetarium
4. Amusement park
5. Safari park
6. Castle
7. Town

I'm departing to Radio station"
2,"1. Garden
2. Movie theater
3. Cabin
4. Airport
5. Aquarium

I depart for Movie theater"
0,"1. Garden
2. Cabin
3. Airport
4. Aquarium

I make my way to Movie theater"
2,"1. Factory
2. Lake
3. Radio station
4. Coffee shop

I'm navigating to Lake"
0,"1. Factory
2. Radio station
3. Coffee shop

I'm making a trip to Lake"
11,"1. Concert hall
2. Campsite
3. Farm market
4. Cinema
5. Spa
6. Office
7. Movie theater
8. Shopping mall
9. Factory
10. Restaurant
11. Mountain
12. Desert
13. Museum
14. Botanical garden
15. River
16. Jungle
17. Wetland
18. Volcano
19. Beach
20. Office building

I'm departing for Mountain"
0,"1. Concert hall
2. Campsite
3. Farm market
4. Cinema
5. Spa
6. Office
7. Movie theater
8. Shopping mall
9. Factory
10. Restaurant
11. Desert
12. Museum
13. Botanical garden
14. River
15. Jungle
16. Wetland
17. Volcano
18. Beach
19. Office building

I'm moving to Mountain"
3,"1. Campsite
2. Countryside
3. Gym
4. Office building
5. Winery
6. Cruise ship

I'm departing to Gym"
0,"1. Campsite
2. Countryside
3. Office building
4. Winery
5. Cruise ship

I'm marching towards Gym"
4,"1. Planetarium
2. Airport
3. Amusement park
4. University

I'm stepping into University"
0,"1. Planetarium
2. Airport
3. Amusement park

I stroll to University"
3,"1. River
2. Farm
3. Castle
4. Cinema
5. Vineyard

I'm walking to Castle"
0,"1. River
2. Farm
3. Cinema
4. Vineyard

I march to Castle"
10,"1. Volcano
2. Studio
3. Tea house
4. Beach
5. Movie theater
6. Farm
7. Countryside
8. Cabin
9. Shopping mall
10. Office building
11. Farmers' market
12. Wildlife sanctuary
13. Cinema
14. Observatory
15. Zoo
16. Forest
17. Cruise ship
18. Jungle

I'm making a trip to Office building"
0,"1. Volcano
2. Studio
3. Tea house
4. Beach
5. Movie theater
6. Farm
7. Countryside
8. Cabin
9. Shopping mall
10. Farmers' market
11. Wildlife sanctuary
12. Cinema
13. Observatory
14. Zoo
15. Forest
16. Cruise ship
17. Jungle

I'm stepping into Office building"
2,"1. Village
2. Garden
3. Tea house
4. Jungle
5. Carnival
6. Island
7. Mountain
8. Farm market
9. Underground
10. Bookstore
11. Ski resort
12. Concert hall
13. Studio
14. Zoo
15. Daycare

I'm traveling towards Garden"
0,"1. Village
2. Tea house
3. Jungle
4. Carnival
5. Island
6. Mountain
7. Farm market
8. Underground
9. Bookstore
10. Ski resort
11. Concert hall
12. Studio
13. Zoo
14. Daycare

I'm venturing towards Garden"
12,"1. Circus
2. Television studio
3. Office
4. Beach
5. Castle
6. Garden
7. Carnival
8. Farm
9. Volcano
10. Beach resort
11. Factory
12. Library
13. Lake
14. Ski resort
15. Train station

I'm strolling to Library"
0,"1. Circus
2. Television studio
3. Office
4. Beach
5. Castle
6. Garden
7. Carnival
8. Farm
9. Volcano
10. Beach resort
11. Factory
12. Lake
13. Ski resort
14. Train station

I'm stepping to Library"
14,"1. Bakery
2. City
3. Lighthouse
4. Circus
5. Town
6. Office building
7. Suburb
8. Spa
9. Museum
10. Cruise ship
11. Stadium
12. Library
13. Garden
14. Factory
15. Planet
16. Desert
17. Train station

I'm about to go to Factory"
0,"1. Bakery
2. City
3. Lighthouse
4. Circus
5. Town
6. Office building
7. Suburb
8. Spa
9. Museum
10. Cruise ship
11. Stadium
12. Library
13. Garden
14. Planet
15. Desert
16. Train station

I'm making a trip to Factory"
8,"1. Cabin
2. Garden
3. Beach resort
4. Concert hall
5. Volcano
6. Farm market
7. Vineyard
8. Castle
9. Planet
10. Observatory

I'm preparing to go to Castle"
0,"1. Cabin
2. Garden
3. Beach resort
4. Concert hall
5. Volcano
6. Farm market
7. Vineyard
8. Planet
9. Observatory

I'm about to go to Castle"
6,"1. Garden
2. Museum
3. Vineyard
4. Campsite
5. Bookstore
6. River
7. Sun

I'm stepping into River"
0,"1. Garden
2. Museum
3. Vineyard
4. Campsite
5. Bookstore
6. Sun

I'm entering River"
3,"1. Cemetery
2. Coffee shop
3. Suburb
4. Shopping mall
5. Winery
6. Jungle

I'm preparing to go to Suburb"
0,"1. Cemetery
2. Coffee shop
3. Shopping mall
4. Winery
5. Jungle

I'm traveling to Suburb"
2,"1. Farm market
2. Botanical garden
3. Underground
4. Restaurant

I'm strolling to Botanical garden"
0,"1. Farm market
2. Underground
3. Restaurant

I'm on my way to Botanical garden"
19,"1. Shopping mall
2. Cave
3. Island
4. Countryside
5. Village
6. Beach
7. Campground
8. Volcano
9. Castle
10. Space station
11. Beach resort
12. Workshop
13. Observatory
14. Farm
15. Desert
16. Forest
17. Farm market
18. Daycare
19. College

I'm venturing to College"
0,"1. Shopping mall
2. Cave
3. Island
4. Countryside
5. Village
6. Beach
7. Campground
8. Volcano
9. Castle
10. Space station
11. Beach resort
12. Workshop
13. Observatory
14. Farm
15. Desert
16. Forest
17. Farm market
18. Daycare

I'm departing to College"
4,"1. Cave
2. Observatory
3. Ski resort
4. Shopping mall
5. Planetarium

I'm advancing to Shopping mall"
0,"1. Cave
2. Observatory
3. Ski resort
4. Planetarium

I'm departing to Shopping mall"
2,"1. Cave
2. Jungle
3. Airport
4. Observatory
5. Gym
6. Farm market
7. Beach resort
8. Office building
9. Space station
10. Town
11. Shopping mall
12. Winery
13. Moon
14. Rainforest
15. Planetarium
16. Planet
17. School

I'm stepping towards Jungle"
0,"1. Cave
2. Airport
3. Observatory
4. Gym
5. Farm market
6. Beach resort
7. Office building
8. Space station
9. Town
10. Shopping mall
11. Winery
12. Moon
13. Rainforest
14. Planetarium
15. Planet
16. School

I'm marching towards Jungle"
13,"1. Jungle
2. Coffee shop
3. University
4. Castle
5. Library
6. Art gallery
7. Park
8. Airport
9. Planetarium
10. Campsite
11. Garden
12. Beach resort
13. Beach

I'm departing to Beach"
0,"1. Jungle
2. Coffee shop
3. University
4. Castle
5. Library
6. Art gallery
7. Park
8. Airport
9. Planetarium
10. Campsite
11. Garden
12. Beach resort

I'm traveling to Beach"
4,"1. Farm
2. Wildlife sanctuary
3. Workshop
4. Art gallery

I'm going to Art gallery"
0,"1. Farm
2. Wildlife sanctuary
3. Workshop

I'm moving to Art gallery"
4,"1. Museum
2. Stadium
3. Library
4. Village

I'm about to journey to Village"
0,"1. Museum
2. Stadium
3. Library

I am en route to Village"
16,"1. Stadium
2. Cemetery
3. Botanical garden
4. Winery
5. Microbrewery
6. Spa
7. Shopping mall
8. Train station
9. River
10. Television studio
11. Observatory
12. Beach resort
13. University
14. Factory
15. Art gallery
16. Cinema

I'm entering Cinema"
0,"1. Stadium
2. Cemetery
3. Botanical garden
4. Winery
5. Microbrewery
6. Spa
7. Shopping mall
8. Train station
9. River
10. Television studio
11. Observatory
12. Beach resort
13. University
14. Factory
15. Art gallery

I'm marching towards Cinema"
1,"1. City
2. College
3. Cinema
4. Shopping mall
5. Wildlife sanctuary
6. Forest
7. Lab
8. Botanical garden
9. Haunted house

I'm stepping into City"
0,"1. College
2. Cinema
3. Shopping mall
4. Wildlife sanctuary
5. Forest
6. Lab
7. Botanical garden
8. Haunted house

I'm marching to City"
15,"1. Campground
2. Bookstore
3. River
4. Bakery
5. Restaurant
6. Safari park
7. Historical site
8. Jungle
9. Moon
10. Countryside
11. Desert
12. City
13. Park
14. Hospital
15. Amusement park
16. Circus
17. Forest
18. Island
19. Mountain

I'm on the path to Amusement park"
0,"1. Campground
2. Bookstore
3. River
4. Bakery
5. Restaurant
6. Safari park
7. Historical site
8. Jungle
9. Moon
10. Countryside
11. Desert
12. City
13. Park
14. Hospital
15. Circus
16. Forest
17. Island
18. Mountain

I take a trip to Amusement park"
5,"1. Botanical garden
2. Cafe
3. Library
4. River
5. Town
6. Sun
7. Safari park
8. Beach resort
9. Moon

I advance to Town"
0,"1. Botanical garden
2. Cafe
3. Library
4. River
5. Sun
6. Safari park
7. Beach resort
8. Moon

I'm headed to Town"
9,"1. Shopping mall
2. Circus
3. Jungle
4. Campground
5. Television studio
6. Underwater cave
7. Studio
8. Forest
9. Aquarium
10. Amusement park
11. Historical site
12. Hospital
13. Botanical garden
14. Cabin

I'm moving to Aquarium"
0,"1. Shopping mall
2. Circus
3. Jungle
4. Campground
5. Television studio
6. Underwater cave
7. Studio
8. Forest
9. Amusement park
10. Historical site
11. Hospital
12. Botanical garden
13. Cabin

I'm marching to Aquarium"
9,"1. Beach
2. Cemetery
3. Wildlife sanctuary
4. Botanical garden
5. College
6. Workshop
7. Wetland
8. Jupiter
9. Ski resort
10. Art gallery

I'm strolling to Ski resort"
0,"1. Beach
2. Cemetery
3. Wildlife sanctuary
4. Botanical garden
5. College
6. Workshop
7. Wetland
8. Jupiter
9. Art gallery

I take a trip to Ski resort"
2,"1. Village
2. Underground
3. Cave
4. Beach resort
5. Restaurant
6. Ski resort
7. Lab
8. Jungle
9. Daycare
10. Hospital
11. Zoo
12. School
13. Observatory
14. Movie theater
15. Coffee shop
16. Rainforest
17. Winery
18. Circus
19. Factory

I'm making a trip to Underground"
0,"1. Village
2. Cave
3. Beach resort
4. Restaurant
5. Ski resort
6. Lab
7. Jungle
8. Daycare
9. Hospital
10. Zoo
11. School
12. Observatory
13. Movie theater
14. Coffee shop
15. Rainforest
16. Winery
17. Circus
18. Factory

I'm making my way to Underground"
3,"1. Coffee shop
2. Sun
3. Countryside
4. Planetarium

I'm journeying to Countryside"
0,"1. Coffee shop
2. Sun
3. Planetarium

I'm navigating to Countryside"
1,"1. Beach
2. Airport
3. Daycare
4. City
5. Village
6. Amusement park
7. Coffee shop
8. Kindergarten
9. Museum
10. Jupiter
11. Park
12. Art gallery
13. Cave
14. Workshop
15. Space station

I'm heading towards Beach"
0,"1. Airport
2. Daycare
3. City
4. Village
5. Amusement park
6. Coffee shop
7. Kindergarten
8. Museum
9. Jupiter
10. Park
11. Art gallery
12. Cave
13. Workshop
14. Space station

I proceed to Beach"
5,"1. Countryside
2. Suburb
3. Studio
4. Daycare
5. School
6. Historical site

I'm making a trip to School"
0,"1. Countryside
2. Suburb
3. Studio
4. Daycare
5. Historical site

I'm preparing to travel to School"
4,"1. Workshop
2. Ski resort
3. Cafe
4. Cabin
5. Cinema
6. Jungle
7. Aquarium
8. Historical site
9. Moon

I make my way to Cabin"
0,"1. Workshop
2. Ski resort
3. Cafe
4. Cinema
5. Jungle
6. Aquarium
7. Historical site
8. Moon

I'm moving to Cabin"
6,"1. Gym
2. Microbrewery
3. Volcano
4. Office
5. Radio station
6. Tea house
7. Carnival
8. Haunted house
9. Moon
10. Beach
11. Underground
12. Castle
13. Suburb
14. City
15. Movie theater
16. Coffee shop
17. Kindergarten
18. Hospital
19. Amusement park
20. Cabin

I'm headed to Tea house"
0,"1. Gym
2. Microbrewery
3. Volcano
4. Office
5. Radio station
6. Carnival
7. Haunted house
8. Moon
9. Beach
10. Underground
11. Castle
12. Suburb
13. City
14. Movie theater
15. Coffee shop
16. Kindergarten
17. Hospital
18. Amusement park
19. Cabin

I visit Tea house"
8,"1. Countryside
2. College
3. Office
4. Wildlife sanctuary
5. Skyscraper
6. River
7. Cemetery
8. Volcano
9. Moon
10. Concert hall
11. Zoo
12. Lab

I'm traveling towards Volcano"
0,"1. Countryside
2. College
3. Office
4. Wildlife sanctuary
5. Skyscraper
6. River
7. Cemetery
8. Moon
9. Concert hall
10. Zoo
11. Lab

I visit Volcano"
2,"1. Bookstore
2. Sculpture park
3. Jungle
4. Farm market
5. Observatory

I'm stepping towards Sculpture park"
0,"1. Bookstore
2. Jungle
3. Farm market
4. Observatory

I'm on the path to Sculpture park"
10,"1. Cruise ship
2. Underwater cave
3. Lab
4. Daycare
5. Stadium
6. Forest
7. Kindergarten
8. Office building
9. River
10. Workshop
11. Factory
12. Botanical garden
13. Historical site
14. Television studio
15. Rainforest

I'm venturing towards Workshop"
0,"1. Cruise ship
2. Underwater cave
3. Lab
4. Daycare
5. Stadium
6. Forest
7. Kindergarten
8. Office building
9. River
10. Factory
11. Botanical garden
12. Historical site
13. Television studio
14. Rainforest

I'm preparing to travel to Workshop"
4,"1. Bakery
2. Farmers' market
3. Lighthouse
4. Coffee shop
5. Sun
6. Winery
7. School
8. Desert
9. Movie theater
10. Planet
11. Bookstore
12. Radio station
13. Microbrewery
14. Moon
15. Forest

I'm journeying to Coffee shop"
0,"1. Bakery
2. Farmers' market
3. Lighthouse
4. Sun
5. Winery
6. School
7. Desert
8. Movie theater
9. Planet
10. Bookstore
11. Radio station
12. Microbrewery
13. Moon
14. Forest

I'm on my way to Coffee shop"
16,"1. Zoo
2. Vineyard
3. Cemetery
4. Mountain
5. Lake
6. Botanical garden
7. Factory
8. Aquarium
9. Cafe
10. University
11. Bookstore
12. Winery
13. Sun
14. Stadium
15. Skyscraper
16. Workshop

I'm making a trip towards Workshop"
0,"1. Zoo
2. Vineyard
3. Cemetery
4. Mountain
5. Lake
6. Botanical garden
7. Factory
8. Aquarium
9. Cafe
10. University
11. Bookstore
12. Winery
13. Sun
14. Stadium
15. Skyscraper

I'm setting out for Workshop"
4,"1. University
2. Jungle
3. Shopping mall
4. Hospital

I'm proceeding towards Hospital"
0,"1. University
2. Jungle
3. Shopping mall

I'm venturing to Hospital"
13,"1. Gym
2. University
3. Restaurant
4. Beach resort
5. Sun
6. Carnival
7. Underwater cave
8. Botanical garden
9. Spa
10. Museum
11. School
12. Jungle
13. Farm
14. Ice cream parlor
15. Radio station
16. Farm market

I'm entering Farm"
0,"1. Gym
2. University
3. Restaurant
4. Beach resort
5. Sun
6. Carnival
7. Underwater cave
8. Botanical garden
9. Spa
10. Museum
11. School
12. Jungle
13. Ice cream parlor
14. Radio station
15. Farm market

I march to Farm"
9,"1. Forest
2. Planetarium
3. Ski resort
4. Restaurant
5. Jungle
6. Moon
7. Shopping mall
8. Lake
9. Ice cream parlor

I'm advancing towards Ice cream parlor"
0,"1. Forest
2. Planetarium
3. Ski resort
4. Restaurant
5. Jungle
6. Moon
7. Shopping mall
8. Lake

I'm heading to Ice cream parlor"
8,"1. Farmers' market
2. Observatory
3. Waterfall
4. Microbrewery
5. Television studio
6. Farm
7. Studio
8. Farm market
9. Bakery
10. Tea house
11. Beach
12. Sun
13. Zoo
14. Underwater cave
15. Factory
16. Museum
17. Gym
18. Botanical garden

I'm navigating to Farm market"
0,"1. Farmers' market
2. Observatory
3. Waterfall
4. Microbrewery
5. Television studio
6. Farm
7. Studio
8. Bakery
9. Tea house
10. Beach
11. Sun
12. Zoo
13. Underwater cave
14. Factory
15. Museum
16. Gym
17. Botanical garden

I'm departing to Farm market"
7,"1. Jungle
1. Jungle
3. Factory
4. Art gallery
5. Moon
6. Cave
7. Studio

I'm departing to Studio"
0,"1. Jungle
1. Jungle
3. Factory
4. Art gallery
5. Moon
6. Cave

I head to Studio"
2,"1. Spa
2. Workshop
3. Farm
4. Shopping mall
5. Radio station

I'm marching towards Workshop"
0,"1. Spa
2. Farm
3. Shopping mall
4. Radio station

I proceed to Workshop"
3,"1. Workshop
2. Circus
3. Radio station
4. Volcano

I'm moving to Radio station"
0,"1. Workshop
2. Circus
3. Volcano

I'm about to set off to Radio station"
16,"1. Radio station
2. Cabin
3. College
4. Safari park
5. Garden
6. Lighthouse
7. Studio
8. Skyscraper
9. Observatory
10. Farm
11. Planet
12. Underwater cave
13. Volcano
14. Mountain
15. Tea house
16. Countryside
17. Train station
18. School

I'm stepping towards Countryside"
0,"1. Radio station
2. Cabin
3. College
4. Safari park
5. Garden
6. Lighthouse
7. Studio
8. Skyscraper
9. Observatory
10. Farm
11. Planet
12. Underwater cave
13. Volcano
14. Mountain
15. Tea house
16. Train station
17. School

I'm heading towards Countryside"
1,"1. Amusement park
2. Cruise ship
3. Mountain

I stroll to Amusement park"
0,"1. Cruise ship
2. Mountain

I'm going to Amusement park"
3,"1. Amusement park
2. Cabin
3. Office
4. Campground
5. Aquarium
6. Train station
7. Bookstore
8. Botanical garden
9. Garden
10. Hospital
11. University

I navigate to Office"
0,"1. Amusement park
2. Cabin
3. Campground
4. Aquarium
5. Train station
6. Bookstore
7. Botanical garden
8. Garden
9. Hospital
10. University

I'm walking to Office"
5,"1. Volcano
2. Daycare
3. College
4. Bakery
5. Cemetery

I'm about to set off to Cemetery"
0,"1. Volcano
2. Daycare
3. College
4. Bakery

I'm venturing to Cemetery"
6,"1. Planet
2. Factory
3. Airport
4. Office
5. Spa
6. Waterfall
7. College

I'm on my way to Waterfall"
0,"1. Planet
2. Factory
3. Airport
4. Office
5. Spa
6. College

I'm journeying to Waterfall"
2,"1. Campsite
2. Shopping mall
3. Rainforest
4. Concert hall
5. Office
6. Jupiter
7. Garden
8. Lighthouse
9. Town
10. Village
11. Daycare
12. Botanical garden
13. Suburb
14. Planetarium
15. Haunted house
16. Cave
17. Cemetery
18. River
19. Jungle
20. Train station

I'm journeying towards Shopping mall"
0,"1. Campsite
2. Rainforest
3. Concert hall
4. Office
5. Jupiter
6. Garden
7. Lighthouse
8. Town
9. Village
10. Daycare
11. Botanical garden
12. Suburb
13. Planetarium
14. Haunted house
15. Cave
16. Cemetery
17. River
18. Jungle
19. Train station

I'm en route to Shopping mall"
15,"1. Jupiter
2. Castle
3. School
4. Beach resort
5. Stadium
6. Countryside
7. Ice cream parlor
8. Cafe
9. Tea house
10. Town
11. Farmers' market
12. Bakery
13. Gym
14. Cemetery
15. City
16. Lighthouse
17. Sun

I'm headed to City"
0,"1. Jupiter
2. Castle
3. School
4. Beach resort
5. Stadium
6. Countryside
7. Ice cream parlor
8. Cafe
9. Tea house
10. Town
11. Farmers' market
12. Bakery
13. Gym
14. Cemetery
15. Lighthouse
16. Sun

I'm journeying towards City"
2,"1. Farm market
2. Underground
3. Underwater cave
4. Airport
5. Wetland
6. Shopping mall

I'm proceeding to Underground"
0,"1. Farm market
2. Underwater cave
3. Airport
4. Wetland
5. Shopping mall

I travel to Underground"
14,"1. Carnival
2. Bakery
3. Cafe
4. Planetarium
5. River
6. Gym
7. Observatory
8. Workshop
9. Lighthouse
10. School
11. Beach
12. Cruise ship
13. Studio
14. Jungle
15. Farm

I'm preparing to go to Jungle"
0,"1. Carnival
2. Bakery
3. Cafe
4. Planetarium
5. River
6. Gym
7. Observatory
8. Workshop
9. Lighthouse
10. School
11. Beach
12. Cruise ship
13. Studio
14. Farm

I'm starting towards Jungle"
3,"1. Hospital
2. Planet
3. Park
4. Lake
5. Island
6. Farm market
7. Cemetery
8. Underwater cave
9. Aquarium
10. Museum
11. Village
12. Campsite
13. Microbrewery
14. Jupiter

I navigate to Park"
