Key,Value
1,"1. Room
2. Joshua
3. Dylan
4. Penelope
5. Mia

""What is Joshua's favorite hobby?"""
2,"1. Room
2. Joshua
3. Dylan
4. Penelope
5. Mia

What brings Dylan to this room today?"
3,"1. Room
2. Joshua
3. Dylan
4. Penelope
5. Mia

Do you know Penelope personally?"
4,"1. Room
2. Joshua
3. Dylan
4. Penelope
5. Mia

What is Mia's favorite subject in school?"
0,"1. Room
2. Gabriella
3. Ryan
4. Joshua
5. Chloe
6. Henry

What is the temperature in the room?"
1,"1. Room
2. Gabriella
3. Ryan
4. Joshua
5. Chloe
6. Henry

Do you know how long Gabriella has worked in this room?"
2,"1. Room
2. Gabriella
3. Ryan
4. Joshua
5. Chloe
6. Henry

""What is Ryan's favorite hobby?"""
3,"1. Room
2. Gabriella
3. Ryan
4. Joshua
5. Chloe
6. Henry

What is Joshua's favorite hobby?"
4,"1. Room
2. Gabriella
3. Ryan
4. Joshua
5. Chloe
6. Henry

What hobbies does Chloe enjoy doing?"
5,"1. Room
2. Gabriella
3. Ryan
4. Joshua
5. Chloe
6. Henry

What does Henry do for a living?"
0,"1. Room
2. Sofia
3. Lillian
4. Andrew
5. Stella

Is there a window in this room?"
1,"1. Room
2. Sofia
3. Lillian
4. Andrew
5. Stella

What are Sofia's hobbies?"
2,"1. Room
2. Sofia
3. Lillian
4. Andrew
5. Stella

What is your favorite thing about being in this room, Lillian?"
3,"1. Room
2. Sofia
3. Lillian
4. Andrew
5. Stella

What did Andrew think of the presentation we just heard?"
4,"1. Room
2. Sofia
3. Lillian
4. Andrew
5. Stella

What interests does Stella have?"
0,"1. Room
2. Gabriella
3. Noah
4. Zoe

Where is the light switch?"
1,"1. Room
2. Gabriella
3. Noah
4. Zoe

What kind of things does Gabriella like to do in her free time?"
2,"1. Room
2. Gabriella
3. Noah
4. Zoe

What is Noah's favorite hobby?"
3,"1. Room
2. Gabriella
3. Noah
4. Zoe

What does Zoe like to do in her spare time?"
0,"1. Room
2. Maya
3. Layla
4. Leah
5. Joseph

What kind of décor is in the room?"
1,"1. Room
2. Maya
3. Layla
4. Leah
5. Joseph

What is your favorite thing about Maya?"
2,"1. Room
2. Maya
3. Layla
4. Leah
5. Joseph

Do you know when Layla arrived in this room?"
3,"1. Room
2. Maya
3. Layla
4. Leah
5. Joseph

What does Leah do for work?"
4,"1. Room
2. Maya
3. Layla
4. Leah
5. Joseph

What type of work does Joseph do?"
0,"1. Room
2. Harper
3. Zoe
4. Aurora

What is the square footage of this room?"
1,"1. Room
2. Harper
3. Zoe
4. Aurora

What is Harper's favorite hobby?"
2,"1. Room
2. Harper
3. Zoe
4. Aurora

What language does Zoe speak?"
3,"1. Room
2. Harper
3. Zoe
4. Aurora

What is Aurora's opinion on the topic that we are discussing?"
0,"1. Room
2. Emily
3. Christopher

What is the temperature in this room?"
1,"1. Room
2. Emily
3. Christopher

What is Emily's favorite hobby?"
2,"1. Room
2. Emily
3. Christopher

What do you think is Christopher's favorite hobby?"
0,"1. Room
2. Wyatt
3. Evan

What type of furniture is in the room?"
1,"1. Room
2. Wyatt
3. Evan

What do you enjoy doing most, Wyatt?"
2,"1. Room
2. Wyatt
3. Evan

What does Evan do for work?"
0,"1. Room
2. Abigail
3. Jordan
4. Sophia
5. Charlotte

What color is the furniture in this room?"
1,"1. Room
2. Abigail
3. Jordan
4. Sophia
5. Charlotte

What is Abigail's favorite hobby?"
2,"1. Room
2. Abigail
3. Jordan
4. Sophia
5. Charlotte

What language does Jordan speak?"
3,"1. Room
2. Abigail
3. Jordan
4. Sophia
5. Charlotte

What kind of music does Sophia like?"
4,"1. Room
2. Abigail
3. Jordan
4. Sophia
5. Charlotte

What does Charlotte think about the topic we are discussing?"
0,"1. Room
2. Skylar
3. Natalie
4. Lily

What are the dimensions of the room?"
1,"1. Room
2. Skylar
3. Natalie
4. Lily

""What is Skylar's favorite activity?"""
2,"1. Room
2. Skylar
3. Natalie
4. Lily

What interests does Natalie have?"
3,"1. Room
2. Skylar
3. Natalie
4. Lily

""What inspired Lily to come to this event today?"""
0,"1. Room
2. Michael
3. Aria
4. Charlotte
5. Lucas

What is the temperature in the room?"
1,"1. Room
2. Michael
3. Aria
4. Charlotte
5. Lucas

What do you think Michael thinks is the most important thing in life?"
2,"1. Room
2. Michael
3. Aria
4. Charlotte
5. Lucas

What type of music does Aria like?"
3,"1. Room
2. Michael
3. Aria
4. Charlotte
5. Lucas

What interests does Charlotte have?"
4,"1. Room
2. Michael
3. Aria
4. Charlotte
5. Lucas

What interests does Lucas have?"
0,"1. Room
2. Daniel
3. Penelope
4. Elijah
5. Chloe
6. Wyatt

What is the temperature in the room?"
1,"1. Room
2. Daniel
3. Penelope
4. Elijah
5. Chloe
6. Wyatt

What type of work does Daniel do?"
2,"1. Room
2. Daniel
3. Penelope
4. Elijah
5. Chloe
6. Wyatt

What type of conversations does Penelope enjoy discussing?"
3,"1. Room
2. Daniel
3. Penelope
4. Elijah
5. Chloe
6. Wyatt

What are Elijah's interests?"
4,"1. Room
2. Daniel
3. Penelope
4. Elijah
5. Chloe
6. Wyatt

What does Chloe think about the topic we were discussing?"
5,"1. Room
2. Daniel
3. Penelope
4. Elijah
5. Chloe
6. Wyatt

What has been Wyatt's favorite thing to do in this room?"
0,"1. Room
2. Zoe
3. Isabella
4. Aurora

What color are the walls?"
1,"1. Room
2. Zoe
3. Isabella
4. Aurora

Are you new to the area, Zoe?"
2,"1. Room
2. Zoe
3. Isabella
4. Aurora

What is Isabella's favorite hobby?"
3,"1. Room
2. Zoe
3. Isabella
4. Aurora

What is Aurora's favorite hobby?"
0,"1. Room
2. Victoria
3. Audrey

What is the size of the room?"
1,"1. Room
2. Victoria
3. Audrey

""What do you like to do in your free time, Victoria?"""
2,"1. Room
2. Victoria
3. Audrey

What type of music does Audrey like?"
0,"1. Room
2. Thomas
3. Connor
4. Nathan

What are some of the features of this room?"
1,"1. Room
2. Thomas
3. Connor
4. Nathan

What is Thomas' favorite hobby?"
2,"1. Room
2. Thomas
3. Connor
4. Nathan

What is Connor's favorite hobby?"
3,"1. Room
2. Thomas
3. Connor
4. Nathan

What does Nathan do for a living?"
0,"1. Room
2. Emily
3. Avery
4. Joseph
5. Emma
6. Lucas

What is the temperature in the room?"
1,"1. Room
2. Emily
3. Avery
4. Joseph
5. Emma
6. Lucas

What does Emily like to do in her free time?"
2,"1. Room
2. Emily
3. Avery
4. Joseph
5. Emma
6. Lucas

What kind of hobbies does Avery enjoy?"
3,"1. Room
2. Emily
3. Avery
4. Joseph
5. Emma
6. Lucas

What type of work does Joseph do?"
4,"1. Room
2. Emily
3. Avery
4. Joseph
5. Emma
6. Lucas

What is Emma's favorite hobby?"
5,"1. Room
2. Emily
3. Avery
4. Joseph
5. Emma
6. Lucas

What are Lucas's hobbies?"
0,"1. Room
2. Elijah
3. Owen
4. Isabella
5. Nathan

What color are the walls in this room?"
1,"1. Room
2. Elijah
3. Owen
4. Isabella
5. Nathan

What does Elijah do for a living?"
2,"1. Room
2. Elijah
3. Owen
4. Isabella
5. Nathan

What does Owen do for a living?"
3,"1. Room
2. Elijah
3. Owen
4. Isabella
5. Nathan

What are Isabella's hobbies and interests?"
4,"1. Room
2. Elijah
3. Owen
4. Isabella
5. Nathan

What does Nathan do for a living?"
0,"1. Room
2. Stella
3. James
4. Olivia
5. Charlotte

What is the temperature in this room?"
1,"1. Room
2. Stella
3. James
4. Olivia
5. Charlotte

What are Stella's thoughts on the topic currently being discussed?"
2,"1. Room
2. Stella
3. James
4. Olivia
5. Charlotte

What does James do for work?"
3,"1. Room
2. Stella
3. James
4. Olivia
5. Charlotte

What does Olivia do for a living?"
4,"1. Room
2. Stella
3. James
4. Olivia
5. Charlotte

What is Charlotte's favorite hobby?"
0,"1. Room
2. Aria
3. Aiden
4. Chloe

What is the temperature in the room?"
1,"1. Room
2. Aria
3. Aiden
4. Chloe

What brings Aria here today?"
2,"1. Room
2. Aria
3. Aiden
4. Chloe

What is Aiden's favorite activity?"
3,"1. Room
2. Aria
3. Aiden
4. Chloe

What is something Chloe likes to do in her free time?"
0,"1. Room
2. Thomas
3. Ethan
4. Evan
5. Aria
6. Joseph

What is the temperature of the room?"
1,"1. Room
2. Thomas
3. Ethan
4. Evan
5. Aria
6. Joseph

What is Thomas's favorite hobby?"
2,"1. Room
2. Thomas
3. Ethan
4. Evan
5. Aria
6. Joseph

What kind of hobbies does Ethan enjoy?"
3,"1. Room
2. Thomas
3. Ethan
4. Evan
5. Aria
6. Joseph

What does Evan do for work?"
4,"1. Room
2. Thomas
3. Ethan
4. Evan
5. Aria
6. Joseph

What kind of music does Aria like to listen to?"
5,"1. Room
2. Thomas
3. Ethan
4. Evan
5. Aria
6. Joseph

What does Joseph do for a living?"
0,"1. Room
2. Oliver
3. Owen
4. Hunter

Do you have Wi-Fi access?"
1,"1. Room
2. Oliver
3. Owen
4. Hunter

Is Oliver enjoying the conversation?"
2,"1. Room
2. Oliver
3. Owen
4. Hunter

What did Owen think of the presentation?"
3,"1. Room
2. Oliver
3. Owen
4. Hunter

What are Hunter's hobbies?"
0,"1. Room
2. Dylan
3. Elijah
4. Mia
5. Zoe

What type of furniture is in the room?"
1,"1. Room
2. Dylan
3. Elijah
4. Mia
5. Zoe

What did Dylan think of the presentation earlier?"
2,"1. Room
2. Dylan
3. Elijah
4. Mia
5. Zoe

What does Elijah do for a living?"
3,"1. Room
2. Dylan
3. Elijah
4. Mia
5. Zoe

What does Mia like to do for fun?"
4,"1. Room
2. Dylan
3. Elijah
4. Mia
5. Zoe

What is Zoe's favorite hobby?"
0,"1. Room
2. Evan
3. Layla
4. Joshua
5. Levi

What is the temperature in this room?"
1,"1. Room
2. Evan
3. Layla
4. Joshua
5. Levi

What does Evan like to do in his free time?"
2,"1. Room
2. Evan
3. Layla
4. Joshua
5. Levi

What activities does Layla enjoy doing in her spare time?"
3,"1. Room
2. Evan
3. Layla
4. Joshua
5. Levi

What does Joshua enjoy doing in his free time?"
4,"1. Room
2. Evan
3. Layla
4. Joshua
5. Levi

What is Levi's favorite hobby?"
0,"1. Room
2. James
3. Sofia
4. Lucas
5. Levi
6. Victoria

What type of flooring is in this room?"
1,"1. Room
2. James
3. Sofia
4. Lucas
5. Levi
6. Victoria

What is James's favorite hobby?"
2,"1. Room
2. James
3. Sofia
4. Lucas
5. Levi
6. Victoria

What does Sofia like to do in her free time?"
3,"1. Room
2. James
3. Sofia
4. Lucas
5. Levi
6. Victoria

What do you think of Lucas' ideas?"
4,"1. Room
2. James
3. Sofia
4. Lucas
5. Levi
6. Victoria

What type of work does Levi do?"
5,"1. Room
2. James
3. Sofia
4. Lucas
5. Levi
6. Victoria

What does Victoria do for a living?"
0,"1. Room
2. Luna
3. Andrew
4. Gabriella
5. Logan

What color is the carpet?"
1,"1. Room
2. Luna
3. Andrew
4. Gabriella
5. Logan

What kind of hobbies does Luna like to do?"
2,"1. Room
2. Luna
3. Andrew
4. Gabriella
5. Logan

What would you like to know about Andrew?"
3,"1. Room
2. Luna
3. Andrew
4. Gabriella
5. Logan

Do you know how long Gabriella has worked in this room?"
4,"1. Room
2. Luna
3. Andrew
4. Gabriella
5. Logan

Is Logan interested in joining any activities in the room?"
0,"1. Room
2. Anthony
3. Penelope

What color are the walls in this room?"
1,"1. Room
2. Anthony
3. Penelope

What does Anthony do for a living?"
2,"1. Room
2. Anthony
3. Penelope

What is Penelope's favorite pastime?"
0,"1. Room
2. Joshua
3. Samuel

What type of window treatments are in this room?"
1,"1. Room
2. Joshua
3. Samuel

What type of work does Joshua do?"
2,"1. Room
2. Joshua
3. Samuel

What does Samuel do for a living?"
0,"1. Room
2. Thomas
3. Hazel
4. Chloe
5. Brooklyn

What is the size of this room?"
1,"1. Room
2. Thomas
3. Hazel
4. Chloe
5. Brooklyn

What is Thomas' favorite hobby?"
2,"1. Room
2. Thomas
3. Hazel
4. Chloe
5. Brooklyn

What are your favorite hobbies, Hazel?"
3,"1. Room
2. Thomas
3. Hazel
4. Chloe
5. Brooklyn

What is something Chloe likes to do in her free time?"
4,"1. Room
2. Thomas
3. Hazel
4. Chloe
5. Brooklyn

What is the favorite thing about Brooklyn?"
0,"1. Room
2. William
3. Mila
4. Adam

What color is the carpet?"
1,"1. Room
2. William
3. Mila
4. Adam

What does William do for a living?"
2,"1. Room
2. William
3. Mila
4. Adam

What does Mila do for a living?"
3,"1. Room
2. William
3. Mila
4. Adam

What is Adam's favorite hobby?"
0,"1. Room
2. Nova
3. Evan
4. Alexander
5. Maya

What is the temperature in the room?"
1,"1. Room
2. Nova
3. Evan
4. Alexander
5. Maya

What's Nova's favorite hobby?"
2,"1. Room
2. Nova
3. Evan
4. Alexander
5. Maya

Are you related to anyone else in the room, Evan?"
3,"1. Room
2. Nova
3. Evan
4. Alexander
5. Maya

What does Alexander think of the current situation in the room?"
4,"1. Room
2. Nova
3. Evan
4. Alexander
5. Maya

What is Maya's favorite hobby?"
0,"1. Room
2. Elizabeth
3. Andrew

What items are in this room?"
1,"1. Room
2. Elizabeth
3. Andrew

What type of hobbies does Elizabeth enjoy?"
2,"1. Room
2. Elizabeth
3. Andrew

What did Andrew think of the presentation we just heard?"
0,"1. Room
2. Nova
3. Isabella
4. Isaac
5. Lillian
6. Jordan

What is the temperature of the room?"
1,"1. Room
2. Nova
3. Isabella
4. Isaac
5. Lillian
6. Jordan

What do you think Nova likes to do for fun?"
2,"1. Room
2. Nova
3. Isabella
4. Isaac
5. Lillian
6. Jordan

What are Isabella's hobbies and interests?"
3,"1. Room
2. Nova
3. Isabella
4. Isaac
5. Lillian
6. Jordan

What is Isaac's favorite hobby?"
4,"1. Room
2. Nova
3. Isabella
4. Isaac
5. Lillian
6. Jordan

What did Lillian do before coming to this room?"
5,"1. Room
2. Nova
3. Isabella
4. Isaac
5. Lillian
6. Jordan

What is your favorite thing about Jordan?"
0,"1. Room
2. Logan
3. Charlotte

What type of furniture is in this room?"
1,"1. Room
2. Logan
3. Charlotte

What music does Logan like to listen to?"
2,"1. Room
2. Logan
3. Charlotte

""What is Charlotte's favorite type of music?"""
0,"1. Room
2. Mason
3. Zoe
4. Emily

What is the size of the room?"
1,"1. Room
2. Mason
3. Zoe
4. Emily

What brought Mason to this room today?"
2,"1. Room
2. Mason
3. Zoe
4. Emily

""What would you say is your favorite thing about Zoe?"""
3,"1. Room
2. Mason
3. Zoe
4. Emily

What is Emily's favorite activity?"
0,"1. Room
2. Aurora
3. Zara

What is the temperature of the room?"
1,"1. Room
2. Aurora
3. Zara

""What do you think about the current project we are working on Aurora?"""
2,"1. Room
2. Aurora
3. Zara

What are Zara's hobbies?"
0,"1. Room
2. Abigail
3. Connor
4. Hazel

What is the temperature in the room?"
1,"1. Room
2. Abigail
3. Connor
4. Hazel

What are Abigail's hobbies?"
2,"1. Room
2. Abigail
3. Connor
4. Hazel

What does Connor do for a living?"
3,"1. Room
2. Abigail
3. Connor
4. Hazel

What would you like to do after work, Hazel?"
0,"1. Room
2. Ella
3. Daniel
4. Christopher
5. Mia
6. Owen

What is the temperature in the room?"
1,"1. Room
2. Ella
3. Daniel
4. Christopher
5. Mia
6. Owen

What is Ella's favorite hobby?"
2,"1. Room
2. Ella
3. Daniel
4. Christopher
5. Mia
6. Owen

What type of work does Daniel do?"
3,"1. Room
2. Ella
3. Daniel
4. Christopher
5. Mia
6. Owen

What is Christopher's favorite hobby?"
4,"1. Room
2. Ella
3. Daniel
4. Christopher
5. Mia
6. Owen

What is Mia's favorite hobby?"
5,"1. Room
2. Ella
3. Daniel
4. Christopher
5. Mia
6. Owen

Where is Owen from?"
0,"1. Room
2. Jonathan
3. Aaron
4. Eli
5. Benjamin

What items are in the room?"
1,"1. Room
2. Jonathan
3. Aaron
4. Eli
5. Benjamin

Do you know Jonathan, and if so, how long have you known him?"
2,"1. Room
2. Jonathan
3. Aaron
4. Eli
5. Benjamin

""What is something that Aaron likes to do for fun?"""
3,"1. Room
2. Jonathan
3. Aaron
4. Eli
5. Benjamin

What activities does Eli usually enjoy doing?"
4,"1. Room
2. Jonathan
3. Aaron
4. Eli
5. Benjamin

What do you think are Benjamin's biggest strengths?"
0,"1. Room
2. Evelyn
3. Caleb
4. Ariana
5. Elizabeth

What objects are in the room?"
1,"1. Room
2. Evelyn
3. Caleb
4. Ariana
5. Elizabeth

Do you know Evelyn?"
2,"1. Room
2. Evelyn
3. Caleb
4. Ariana
5. Elizabeth

Are you related to anyone else in the room?"
3,"1. Room
2. Evelyn
3. Caleb
4. Ariana
5. Elizabeth

What did Ariana think of the presentation we just saw?"
4,"1. Room
2. Evelyn
3. Caleb
4. Ariana
5. Elizabeth

What is Elizabeth's favorite hobby?"
0,"1. Room
2. Savannah
3. Jackson
4. Daniel

What type of heating and cooling system is in this room?"
1,"1. Room
2. Savannah
3. Jackson
4. Daniel

What does Savannah think about the topic we are discussing?"
2,"1. Room
2. Savannah
3. Jackson
4. Daniel

""What sports does Jackson usually like to play?"""
3,"1. Room
2. Savannah
3. Jackson
4. Daniel

What is Daniel's favorite hobby?"
0,"1. Room
2. Penelope
3. Grace
4. Tyler

What type of lighting is used in this room?"
1,"1. Room
2. Penelope
3. Grace
4. Tyler

Are you feeling well, Penelope?"
2,"1. Room
2. Penelope
3. Grace
4. Tyler

What is Grace's favorite hobby?"
3,"1. Room
2. Penelope
3. Grace
4. Tyler

What does Tyler do for a living?"
0,"1. Room
2. Luna
3. Michael
4. Bella
5. Nathan
6. Gabriella

What colour are the walls?"
1,"1. Room
2. Luna
3. Michael
4. Bella
5. Nathan
6. Gabriella

What kind of books does Luna like to read?"
2,"1. Room
2. Luna
3. Michael
4. Bella
5. Nathan
6. Gabriella

What do you think Michael thinks is the most important thing in life?"
3,"1. Room
2. Luna
3. Michael
4. Bella
5. Nathan
6. Gabriella

What does Bella like to do in her free time?"
4,"1. Room
2. Luna
3. Michael
4. Bella
5. Nathan
6. Gabriella

What is Nathan's favorite hobby?"
5,"1. Room
2. Luna
3. Michael
4. Bella
5. Nathan
6. Gabriella

What kind of things does Gabriella like to do in her free time?"
0,"1. Room
2. Lucas
3. Caleb

What type of lighting does this room have?"
1,"1. Room
2. Lucas
3. Caleb

What does Lucas do for a living?"
2,"1. Room
2. Lucas
3. Caleb

What are Caleb's interests?"
0,"1. Room
2. Brooklyn
3. Adam
4. Lucas
5. Skylar

What type of flooring does the room have?"
1,"1. Room
2. Brooklyn
3. Adam
4. Lucas
5. Skylar

What sort of things is Brooklyn interested in?"
2,"1. Room
2. Brooklyn
3. Adam
4. Lucas
5. Skylar

What does Adam do for a living?"
3,"1. Room
2. Brooklyn
3. Adam
4. Lucas
5. Skylar

What kind of music does Lucas like?"
4,"1. Room
2. Brooklyn
3. Adam
4. Lucas
5. Skylar

What kind of hobbies does Skylar have?"
0,"1. Room
2. William
3. Skylar
4. Ryan
5. Emilia
6. Joshua

What color is the room painted?"
1,"1. Room
2. William
3. Skylar
4. Ryan
5. Emilia
6. Joshua

What does William do for a living?"
2,"1. Room
2. William
3. Skylar
4. Ryan
5. Emilia
6. Joshua

""What is Skylar's favorite hobby?"""
3,"1. Room
2. William
3. Skylar
4. Ryan
5. Emilia
6. Joshua

What is Ryan's favorite hobby?"
4,"1. Room
2. William
3. Skylar
4. Ryan
5. Emilia
6. Joshua

""What does Emilia do for a living?"""
5,"1. Room
2. William
3. Skylar
4. Ryan
5. Emilia
6. Joshua

What does Joshua enjoy doing in his free time?"
0,"1. Room
2. Maya
3. Aiden
4. Isabella

Is there access to an outlet?"
1,"1. Room
2. Maya
3. Aiden
4. Isabella

What does Maya most enjoy doing in her free time?"
2,"1. Room
2. Maya
3. Aiden
4. Isabella

What is Aiden's favorite hobby?"
3,"1. Room
2. Maya
3. Aiden
4. Isabella

What is Isabella's favorite hobby?"
0,"1. Room
2. Eli
3. Noah
4. Elizabeth

What color are the curtains in this room?"
1,"1. Room
2. Eli
3. Noah
4. Elizabeth

""What did Eli think about the discussion we just had?"""
2,"1. Room
2. Eli
3. Noah
4. Elizabeth

What is Noah's favorite hobby?"
3,"1. Room
2. Eli
3. Noah
4. Elizabeth

What is Elizabeth's favorite hobby?"
0,"1. Room
2. Mila
3. Gabriella

What kind of artwork or decorations are in the room?"
1,"1. Room
2. Mila
3. Gabriella

What kind of hobbies does Mila enjoy?"
2,"1. Room
2. Mila
3. Gabriella

Do you know how long Gabriella has worked in this room?"
0,"1. Room
2. Oliver
3. Jack
4. Evelyn
5. Hunter
6. Savannah

What is the temperature of the room?"
